pl.p,IBRA,IBRAsub,planting,age,establishment,aridity.index,carbon,clay,elevation.relief,elevation,nitrogen,phosphorus,ph,prec.annual,prec.season,prescott,sand,silt,slope,soil.depth,solar.annual,tmax.annual,tmin.annual,TWI,tot.ag.mass,biomass.area,plant.count,density,rare.rich,rare.rich.se,alpha,SLA.cwm,WD.cwm,SM.cwm,MH.cwm,MH.FRr,SLA.FRr,SM.FRr,WD.FRr,SLA.FEs,WD.FEs,SM.FEs,MH.FEs,MH.FDs,SLA.FDs,SM.FDs,WD.FDs,FRv,FEm,FDm,log.age,log.aridity.index,log.prec.annual,log.prescott,log.density,best.cluster,mass.per.year
807,ESP,ESP01,319,15,TS,0.3216995299,2.0112328529,19.1256860097,13.5004882813,261,0.0714537042,0.0135838377,5.6222542127,424,28,0.4199378788,70.6458880107,3.9387981892,1.8168606758,0.6608278751,18.8631561885,22.1166666667,9.8666666667,10.5085334778,3339.637508,41745.46885,32,400,3,0,3,2.4231963004,1.1291593084,1.1505165545,-0.2022129927,0.8888917577,0.7209033404,1.9753148988,0.132814418,0.1745275147,0.7796557306,0.7458354754,0.3535720488,0.382865296,0.2355127188,0,0.648587489,3.4475518718,0.4954722539,0.9879921905,2.7080502011,-1.1341373061,6.0497334552,-0.8676484862,5.9914645471,6,1.0235407138
808,ESP,ESP01,320,7,TS,0.3262999356,1.6240416765,11.4133407275,14.1232299805,355,0.0546523221,0.0091645404,5.6137046814,433,28,0.3623375297,84.2789560954,2.404741923,1.2294590473,0.6097441316,19.1469482243,22.075,9.725,9.8241500854,334.239313,15192.6960454545,30,1363.6363636364,5,0,5,2.5332863674,1.1602850123,0.9473427346,-0.0964978975,1.4271163556,0.20873182,3.5112102466,0.3344811377,0.4101425084,0.3877740423,0.6899384081,0.4064802109,0.4953327902,0.7482354999,0.9167495725,0.9919479875,0.3028937281,0.5175004633,0.7925858704,1.9459101491,-1.1199382728,6.070737728,-1.0151790992,7.2179102073,6,0.77490464
809,ESP,ESP01,321,8,TS,0.3248120248,1.8992394209,11.5594453812,18.274230957,353,0.0562203787,0.0098080526,5.4472064972,432,28,0.3730733097,84.413579305,2.5976793766,2.0960452557,0.5887661576,19.0294324558,22.1333333333,9.75,8.0238494873,1056.490489,28173.0797066667,32,853.3333333333,6.935483871,0.2456701002,7,2.8229446822,1.1845105886,0.8846134049,-0.1087930692,1.0216512475,0.6588004665,1.7488855215,0.2924798789,0.3941599927,0.3297956594,0.6735710713,0.6398268891,0.7600722765,0.1818391521,0.1511565681,0.5048733001,2.2351972616,0.8486161695,0.5500089313,2.0794415417,-1.1245086491,6.0684255882,-0.985980338,6.7491502488,6,1.25892536
810,ESP,ESP01,321,8,TS,0.3248120248,1.8992394209,11.5594453812,18.274230957,353,0.0562203787,0.0098080526,5.4472064972,432,28,0.3730733097,84.413579305,2.5976793766,2.0960452557,0.5887661576,19.0294324558,22.1333333333,9.75,8.0238494873,916.387872,24437.00992,32,853.3333333333,4.997983871,0.0448560392,5,2.7639361471,1.2530702869,0.9320760309,-0.1492920022,1.0216512475,0.6588004665,1.1328872478,0.2922128833,0.4600334881,0.4831028179,0.6121000158,0.6129677614,0.4768762002,0.012470116,0.4992557329,0.0695478159,0.7003367689,0.7699611149,0.7787979057,2.0794415417,-1.1245086491,6.0684255882,-0.985980338,6.7491502488,6,1.1166572414
811,ESP,ESP01,322,11,TS,0.2871946692,1.3245598078,12.3838335673,8.0897216797,295,0.0498113694,0.0145901411,6.2344907125,388,29,0.3788132966,81.5459111532,3.6159872214,1.2018277645,0.7407997251,18.9225236085,22.5,9.95,8.318567276,5823.570528,36397.3158,34,212.5,3.881684492,0.3230480991,4,2.4742604223,1.072147651,1.8525436592,-0.1883207861,1.1676051602,0.4314753949,1.7972940986,0.2023416273,0.3644231473,0.6570842856,0.2468050857,0.2693799486,1,0.0863142578,0.1263884868,1,1.9429134877,0.5930963412,0.9649173066,2.3978952728,-1.2475950031,5.9610053396,-0.9707118165,5.3589419884,6,1.1965997574
812,ESP,ESP01,322,11,TS,0.2871946692,1.3245598078,12.3838335673,8.0897216797,295,0.0498113694,0.0145901411,6.2344907125,388,29,0.3788132966,81.5459111532,3.6159872214,1.2018277645,0.7407997251,18.9225236085,22.5,9.95,8.318567276,6025.690226,37660.5639125,31,193.75,5.9677419355,0.176684696,6,2.5428246922,1.14632942,1.0902386434,-0.1876326911,1.1676051602,0.5239558466,1.7972940986,0.2023416273,0.7056843226,0.4370704262,0.8349156971,0.7648379651,0.6545320794,0.4526207407,0.8736115132,0.4879379361,1.0706147014,0.714127258,0.8141539536,2.3978952728,-1.2475950031,5.9610053396,-0.9707118165,5.2665686682,6,1.2307182241
813,ESP,ESP01,322,11,TS,0.2871946692,1.3245598078,12.3838335673,8.0897216797,295,0.0498113694,0.0145901411,6.2344907125,388,29,0.3788132966,81.5459111532,3.6159872214,1.2018277645,0.7407997251,18.9225236085,22.5,9.95,8.318567276,6038.272467,37739.20291875,34,212.5,5.7540106952,0.4577583837,6,2.7035295971,1.1821945614,1.5894389309,-0.245985509,1.5040773968,2.0531684153,2.4812697082,0.2882286155,0.3511156159,0.586046749,0.423870551,0.4002735413,0.4462325378,0.1642054557,0.4081282877,0.5245077149,0.1268376049,0.4127889701,0.7992955794,2.3978952728,-1.2475950031,5.9610053396,-0.9707118165,5.3589419884,6,1.2328041466
814,ESP,ESP01,323,22,TS,0.32115677,1.8310208321,15.5296045939,15.9449157715,274,0.06848017,0.0133945566,5.729540507,422,28,0.431119591,77.5074488322,3.1835902532,2.1212892532,0.7035495639,18.5522802311,22.0833333333,9.8,10.1476707458,1693.106442,45149.50512,33,880,1.9090909091,0.2874797873,2,3.0816061644,1.1020040681,1.9310394353,-0.3067642704,1.0530017774,1.4258597037,0.9621418803,0.1556066827,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,3.0910424534,-1.135825895,6.045005314,-0.8413697541,6.7799219075,6,0.7189368656
815,ESP,ESP01,324,22,TS,0.3209408224,1.9137206078,16.2109769185,17.0466766357,262,0.0719817715,0.0173425721,5.7627808253,423,28,0.4318297505,77.2274271647,3.8133774598,2.5518949032,0.6689853668,18.6973753047,22.1083333333,9.8833333333,8.7574920654,3205.326558,89036.8488333333,35,972.2222222222,2,0,2,3.1414004597,1.2553107117,1.2522975699,-0.3019497466,0.0750754053,0.5290775363,1.7488855215,0.0002669956,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,3.0910424534,-1.1364985269,6.047372179,-0.8397238644,6.879584402,6,1.3980078625
816,ESP,ESP01,324,22,TS,0.3209408224,1.9137206078,16.2109769185,17.0466766357,262,0.0719817715,0.0173425721,5.7627808253,423,28,0.4318297505,77.2274271647,3.8133774598,2.5518949032,0.6689853668,18.6973753047,22.1083333333,9.8833333333,8.7574920654,2616.366262,72676.8406111111,32,888.8888888889,2,0,2,3.1416685862,1.2572002744,1.2460515502,-0.3019487931,0.0750754053,0.5290775363,1.7488855215,0.0002669956,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,3.0910424534,-1.1364985269,6.047372179,-0.8397238644,6.7899722433,6,1.1949803194
817,ESP,ESP01,325,22,TS,0.3103709221,2.1023602486,12.4239319166,15.3561401367,292,0.0581648511,0.0102847054,5.2045345306,410,28,0.4205024838,83.0813573201,3.1589994828,1.0491951704,0.6529604793,18.9344780149,22.1416666667,9.7916666667,8.1969051361,2204.583134,55114.57835,31,775,2,0,2,2.2181497319,0.9708386334,1.4491321326,-0.1277646895,0.4964368863,0.0924804517,1.2398336387,0.0511634948,NA,NA,NA,NA,1,1,1,1,2.8284271247,0,0,3.0910424534,-1.1699871739,6.0161571597,-0.8663048927,6.6528630294,6,0.9183718077
818,ESP,ESP01,325,22,TS,0.3103709221,2.1023602486,12.4239319166,15.3561401367,292,0.0581648511,0.0102847054,5.2045345306,410,28,0.4205024838,83.0813573201,3.1589994828,1.0491951704,0.6529604793,18.9344780149,22.1416666667,9.7916666667,8.1969051361,7189.162183,179729.054575,32,800,2,0,2,2.0079647598,1.0099936633,1.9740616973,-0.1061027259,0.4964368863,0.0924804517,1.2398336387,0.0511634948,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,3.0910424534,-1.1699871739,6.0161571597,-0.8663048927,6.6846117277,6,2.1004080111
819,ESP,ESP01,326,24,DS,0.3111279309,1.9776126146,12.332218647,10.607635498,290,0.0570668615,0.0126488886,5.3003807068,411,28,0.4165458381,80.7058664958,3.126804471,1.5497107506,0.6898447275,18.8843729642,22.0916666667,9.75,10.0384712219,1998.392997,95161.5712857143,38,1809.5238095238,5.5723091513,0.5729077234,6,2.5310437178,1.2717287556,1.2843803794,-0.2192755711,1.5684968632,1.5826117844,1.3597663612,0.1849558006,0.3663186811,0.4737085682,0.8182276372,0.322466408,0.1233164978,0.2231481422,0.6560669679,0.3507791632,0.0968350764,0.314183259,0.6501158863,3.1780538303,-1.1675510981,6.0185932145,-0.8757587679,7.500819001,6,1.377522367
820,ESP,ESP01,326,24,DS,0.3111279309,1.9776126146,12.332218647,10.607635498,290,0.0570668615,0.0126488886,5.3003807068,411,28,0.4165458381,80.7058664958,3.126804471,1.5497107506,0.6898447275,18.8843729642,22.0916666667,9.75,10.0384712219,1913.573134,91122.5301904762,32,1523.8095238095,4.997983871,0.0448560392,5,2.6152317787,1.4405800843,1.4737745871,-0.2204975296,1.5684968632,1.4901313327,1.3597663612,0.1849558006,0.2121479848,0.3121940102,0.7662824514,0.4496371895,0.1233164978,0.0523542623,0.3614856914,0.0815211783,0.0213738434,0.6830508972,0.4354160179,3.1780538303,-1.1675510981,6.0185932145,-0.8757587679,7.3289687441,6,1.3341512561
821,ESP,ESP01,327,18,DS,0.3103709221,2.0209581852,10.427224954,7.1932373047,303,0.0505637632,0.01027572,5.4249067307,410,28,0.4226790369,82.0761159261,2.9399675926,1.8732471466,0.7104870677,18.8242174795,22.0333333333,9.7,8.8604850769,5417.134766,108342.69532,40,800,4.6346153846,0.533907654,5,2.0390454741,2.0081572857,2.3233027571,-0.2886936757,0.6190392084,2.4745669199,2.9374567791,0.35794831,0.5052735071,0.425474208,0.3764353755,0.2862417283,0.1114515374,0.7923358014,0.2369413796,0.9481595551,0.0677818658,0.5415976582,0.955255019,2.8903717579,-1.1699871739,6.0161571597,-0.8611421661,6.6846117277,6,1.7949275504
822,ESP,ESP01,327,18,DS,0.3103709221,2.0209581852,10.427224954,7.1932373047,303,0.0505637632,0.01027572,5.4249067307,410,28,0.4226790369,82.0761159261,2.9399675926,1.8732471466,0.7104870677,18.8242174795,22.0333333333,9.7,8.8604850769,3268.767657,65375.35314,53,1060,5.1972484455,0.7232318785,6,2.2699889395,1.7323045123,1.5489142726,-0.3124970604,1.2426805654,2.4745669199,2.8984772421,0.3393921104,0.7387077343,0.5884928697,0.5834697043,0.2521290558,0.4426289042,1,1,0.5413300001,0.1097964471,0.8780842384,0.9077605196,2.8903717579,-1.1699871739,6.0161571597,-0.8611421661,6.9660241871,6,1.2897735662
823,ESP,ESP01,327,18,DS,0.3103709221,2.0209581852,10.427224954,7.1932373047,303,0.0505637632,0.01027572,5.4249067307,410,28,0.4226790369,82.0761159261,2.9399675926,1.8732471466,0.7104870677,18.8242174795,22.0333333333,9.7,8.8604850769,5662.560832,113251.21664,33,660,5.9032258065,0.2962693334,6,2.1262867748,1.8762232155,2.0680536536,-0.2940412255,1.2426805654,2.4745669199,2.9374567791,0.35794831,0.5215589872,0.6616779072,0.4784454608,0.3944947797,0.0922227207,0.7923358014,0.2369413796,0.9481595551,0.2147439508,0.7318863565,0.9676911584,2.8903717579,-1.1699871739,6.0161571597,-0.8611421661,6.492239835,6,1.8392367494
824,ESP,ESP01,328,10,TS,0.3140684366,1.8580467701,15.8146848679,13.5481262207,266,0.0732360246,0.0150920199,5.6885345777,413,31,0.4148172438,75.1094665527,4.5112050374,3.4185669422,0.6565444469,18.3533787215,21.9666666667,9.6583333333,8.2765932083,1379.57238,36788.5968,38,1013.3333333333,3,0,3,2.4447478142,1.3414066151,0.5192975529,-0.3120569985,0.6505875661,0.8401149892,1.03845989,0.5418399637,0.9923563082,0.0751981231,0.1697525174,0.2906750735,1,0.5408357618,0.0971373158,0.9674180433,2.5839176307,0.8900207018,0.7674318913,2.302585093,-1.1581443658,6.023447593,-0.8799172321,6.9210005057,6,1.3026028346
825,ESP,ESP01,328,10,TS,0.3140684366,1.8580467701,15.8146848679,13.5481262207,266,0.0732360246,0.0150920199,5.6885345777,413,31,0.4148172438,75.1094665527,4.5112050374,3.4185669422,0.6565444469,18.3533787215,21.9666666667,9.6583333333,8.2765932083,1083.338572,28889.0285866667,32,853.3333333333,3,0,3,2.7600287364,1.1290307107,1.0211630353,-0.1949087539,0.9162907319,0.2185320441,2.34197123,0.3237081525,0.3017186988,0.7506356518,0.9201197219,0.9020894092,1,1,0.6704338623,0.5101427436,3.0779535985,0.9729514304,0.9178649641,2.302585093,-1.1581443658,6.023447593,-0.8799172321,6.7491502488,6,1.0608767964
826,ESP,ESP01,328,10,TS,0.3140684366,1.8580467701,15.8146848679,13.5481262207,266,0.0732360246,0.0150920199,5.6885345777,413,31,0.4148172438,75.1094665527,4.5112050374,3.4185669422,0.6565444469,18.3533787215,21.9666666667,9.6583333333,8.2765932083,784.100994,20909.35984,31,826.6666666667,2.9677419355,0.176684696,3,2.7534338505,1.1019277713,0.2917725498,-0.0796950341,0.5108256238,0.3545727602,2.34197123,0.3237081525,0.2005851219,0.9557111134,0.9998197904,0.1464372336,1,0.1319503509,1,1,3.1930798589,0.6164389267,0.9878100416,2.302585093,-1.1581443658,6.023447593,-0.8799172321,6.7174015505,6,0.737611805
827,ESP,ESP01,329,10,TS,0.3140684366,2.284730196,19.8888692856,14.5654296875,286,0.0766582365,0.0143520425,5.673002243,413,31,0.4153021872,72.2810338338,4.7221504847,0.7258836031,0.6320251226,18.3533787215,21.9666666667,9.6583333333,8.9197616577,878.626814,23430.0483733333,34,906.6666666667,2,0,2,2.7228839499,1.0945737278,0.1109644449,-0.0545073881,0.5108256238,0.0467860001,2.34197123,0.3237081525,NA,NA,NA,NA,0,0,0,0,2.8284271247,0,0,2.302585093,-1.1581443658,6.023447593,-0.8787488618,6.8097748706,6,0.8514342241
828,MAL,MAL02,330,9,TS,0.2934131622,1.8005275726,14.4102039337,7.5956726074,340,0.0495332958,0.008676198,5.6940011978,392,28,0.3901885748,81.1723734538,3.5071547826,0.9072831273,0.6248482466,19.0950853237,22.1166666667,9.5333333333,10.4877710342,1290.579126,28679.5361333333,36,800,3.833078686,0.3729482804,4,3.0905947147,1.3787281491,0.8324673536,-0.2823495369,0.585901029,0.5290775363,2.34197123,0.3237081525,0.230661776,0.1243166177,0.8718635717,0.5811796158,0.1281366674,1,0.7467579017,0.0008248034,1.9234094383,0.480565855,0.9169821972,2.1972245773,-1.2261735532,5.9712618398,-0.9411251316,6.6846117277,6,1.1589592644
829,WET,WET08,331,16,TS,1.2229551077,2.8400082588,18.966439565,18.8663330078,418,0.1502393658,0.031620898,4.7746914228,1854,88,1.3264344931,54.9122021993,21.8234132131,1.6372294426,0.9723249078,18.9302481028,27.9,18.375,6.8016943932,7837.999538,87088.8837555556,60,666.6666666667,4.2489660134,0.6563388936,5,3.6927370655,1.9334425961,2.2795391663,-0.1503064265,0.0752234212,1.0107141518,4.0808650554,0.5211616331,0.6004657176,0.7356438758,0.5168525407,0,0,0.0741551019,0.1871008939,0.1895932158,3.0127102408,0.2736575216,0.8247380437,2.7725887222,0.2012701493,7.5251007461,0.2824945101,6.5022901709,8,1.6943405272
830,WET,WET08,331,16,TS,1.2229551077,2.8400082588,18.966439565,18.8663330078,418,0.1502393658,0.031620898,4.7746914228,1854,88,1.3264344931,54.9122021993,21.8234132131,1.6372294426,0.9723249078,18.9302481028,27.9,18.375,6.8016943932,13945.945659,154954.951766667,60,666.6666666667,3.9735058031,0.1606178724,4,3.4436721409,2.2015384741,3.1943222459,-0.2454459481,0.980829253,1.0107141518,4.0847865912,0.5211616331,0.2736521468,0.5515968678,0.6508215517,0,0.25,0.9247201307,0.7639496359,0.7566078691,0.3901181018,0.3671426329,0.8010878549,2.7725887222,0.2012701493,7.5251007461,0.2824945101,6.5022901709,8,2.2705457187
831,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,398.496013,4981.2001625,55,687.5,7.2977551018,0.7289940837,8,1.4513740335,1.2237193782,3.4252604098,-0.1385481236,1.0775588795,1.0685143682,5.7774335725,0.3350208468,0.3831090577,0.528597354,0.5645846233,0.1803834369,0.0180204407,0.4006992138,0.1461523715,0.263787125,2.2998770315,0.6571823683,0.7874441444,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.5330618295,1,-1.0333864711
832,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,376.491086,4706.138575,100,1250,6.209394393,0.9415809496,8,1.5198698477,1.507141624,2.776824394,-0.1219313917,1.8718021769,1.0685143682,5.7774335725,0.5749058954,0.6221510297,0.4451955549,0.4501245214,0.2711451225,0.0183344498,1,0.2752672985,0.1157874527,2.2011085853,0.7265373954,0.9276499124,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,7.1308988303,1,-1.0901895933
833,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,359.103284,4488.79105,66,825,6.8063349199,0.8397795572,8,1.4279469992,1.5721971012,2.552708047,-0.1125739486,1.8718021769,1.0685143682,1.9344899222,0.5749058954,0.5930117529,0.5687848354,0.701221654,0.2768158164,0.0183344498,0.6779528829,0.5947863119,0.2194433808,1.585988798,0.7284606599,0.9120289649,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.7153833863,1,-1.137473918
834,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,359.121756,4489.02195,82,1025,6.1193696513,0.9143692921,8,1.4872214449,1.4286184225,2.8755986068,-0.1162856486,1.8718021769,1.0685143682,1.9344899222,0.5749058954,0.4817271467,0.5186129512,0.6395496832,0.2254236866,0.0183344498,1,0.822097088,0.1157874527,1.585988798,0.7108532214,0.8992156424,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.9324478916,1,-1.1374224801
835,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,369.595434,4619.942925,70,875,6.0351201201,0.7148977224,7,1.526458758,1.5248009812,2.7661770417,-0.1250834408,1.8718021769,1.0685143682,5.7774335725,0.5749058954,0.6179227111,0.3468128017,0.345589887,0.4009450802,0.0183344498,1,0.2752672985,0.1157874527,1.0944876302,0.7610660636,0.9309311793,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.7742238864,1,-1.1086749785
836,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,405.56655,5069.581875,65,812.5,6.7238072475,0.7993482375,8,1.5632443293,1.3954812895,2.9500479627,-0.1615293533,1.8718021769,1.0685143682,5.7774335725,0.5749058954,0.6750793929,0.5049817996,0.4799433293,0.4844366387,0.0183344498,1,0.2752672985,0.2194433808,1.7290739451,0.7171286045,0.8816714959,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.7001159142,1,-1.0157989858
837,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,310.869937,3885.8742125,57,712.5,4.8325113453,0.8028098708,6,1.4439838891,1.3325978898,2.9367139823,-0.0804421451,1.8718021769,1.0685143682,1.9344899222,0.5749058954,0.7668239166,0.3586999143,0.6390740706,0.3587591237,0.0183344498,1,0.822097088,0.1157874527,0.3516818904,0.3507117285,0.9809566075,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.5687799121,1,-1.2817093486
838,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,386.028624,4825.3578,71,887.5,5.8740006268,0.785489439,7,1.4595889613,1.303215936,3.0215163547,-0.1142245793,1.8718021769,1.0685143682,1.9344899222,0.5749058954,0.473667169,0.4903203348,0.6244498951,0.2329748216,0.0183344498,1,0.822097088,0.1157874527,0.7664424594,0.7289057734,0.8959478123,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.7884085213,1,-1.0651724421
839,MDD,MDD06,332,14,DS,0.2783576846,1.1909842491,30.3834883372,2.5537643433,113,0.073510956,0.028200139,6.7944763501,400,14,0.3986593783,56.5592041016,11.0189202627,0.2430643737,1.022429347,19.4019055939,23.8166666667,10.5333333333,11.7417097092,249.175112,3114.6889,60,750,6.0083150801,1.0178627538,8,1.4698485524,1.386083186,2.8858385464,-0.0976292599,1.8718021769,1.0685143682,1.9344899222,0.5749058954,0.5442421926,0.5601397471,0.6358489488,0.2305008938,0.0183344498,1,0.822097088,0.1157874527,1.585988798,0.6468706013,0.9610722872,2.6390573296,-1.278848357,5.9914645471,-0.9196479152,6.6200732065,1,-1.502928054
840,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,1329.109922,33227.74805,82,2050,10.4523723667,1.4692243165,16,3.2218991857,1.7621103542,0.8802330897,-0.2995478374,2.5812984955,0.7684722367,4.4809126932,0.4603629511,0.5487194854,0.3967505389,0.5108252481,0.3100475566,0.0915428369,0.2927408745,0.1253096364,0.3401040226,8.4666940875,0.5772924667,0.8125005971,2.302585093,-0.583781848,6.5439118456,-0.3534086023,7.6255950721,4,1.2008002185
841,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,2066.630653,51665.766325,108,2700,8.1490499385,1.3380374198,13,3.3498414418,1.8186718637,0.9732945563,-0.3167930874,1.6745772146,1.2816029656,4.7482093278,0.3729177939,0.36997656,0.5054819351,0.52149536,0.4717978527,0.32866053,0.0930978138,0.118255431,0.419854708,4.1994240816,0.694955058,0.6013406974,2.302585093,-0.583781848,6.5439118456,-0.3534086023,7.901007052,4,1.6422103091
842,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,1571.92078,39298.0195,57,1425,10.2120634634,1.3581088458,14,3.3676061201,1.7867167469,0.5633269683,-0.3041988149,2.5812984955,1.4546962511,4.4809126932,0.4353561249,0.256091747,0.5230113881,0.5103787327,0.3594648857,0.2132134024,0.1546461912,0.1484671642,0.7553973576,7.7126501256,0.5649510953,0.6384259684,2.302585093,-0.583781848,6.5439118456,-0.3534086023,7.2619270927,4,1.3685890302
843,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,1727.444201,43186.105025,180,4500,9.0093527413,1.5008353729,16,3.1669148315,1.7615723226,0.8099693623,-0.3176606019,1.7546199223,0.8132837415,4.8011253752,0.4603629511,0.5272000889,0.5116519191,0.52812374,0.4543213919,0.0969889363,0,0.1169520678,0.328530558,5.7966129655,0.7019188035,0.5990847803,2.302585093,-0.583781848,6.5439118456,-0.3534086023,8.4118326758,4,1.4629337076
844,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,968.635778,24215.89445,54,1350,9.92372346,1.2440248802,13,3.2807016422,1.7054257939,0.549415199,-0.2542537412,2.5812984955,0.7540950643,4.4279966457,0.3435241644,0.5767972916,0.41879192,0.5400753271,0.3896283943,0.2369581234,0.3433399325,0.1753407433,0.9573325559,5.0247739956,0.601934199,0.6249724046,2.302585093,-0.583781848,6.5439118456,-0.3534086023,7.2078598714,4,0.88442412
845,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,1852.602809,46315.070225,136,3400,8.1140834089,1.4488655988,15,3.4054598345,1.7625611165,0.6784370899,-0.3163798102,1.7511537143,1.0885767182,4.4809126932,0.4603629511,0.3191241824,0.5038239088,0.2878402345,0.3524747426,0.3142884776,0.1096059031,0.1253096364,0.3401040226,8.8872280072,0.5205191793,0.4688662641,2.302585093,-0.583781848,6.5439118456,-0.3534086023,8.1315307106,4,1.532882306
846,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,1738.885384,43472.1346,161,4025,8.976835648,1.4856357267,17,3.2045898304,1.8137849604,1.0277326542,-0.2994570132,2.5812984955,1.2816029656,4.4809126932,0.4396110433,0.3216867396,0.3798001648,0.5029561653,0.408973395,0.0455210247,0.0930978138,0.1253096364,0.3470688421,8.7045920187,0.6103561584,0.6680788802,2.302585093,-0.583781848,6.5439118456,-0.3534086023,8.3002801899,4,1.4695350559
847,SEH,SEH06,333,10,DS,0.557784915,3.5407385826,16.5624205271,25.5525512695,597,0.1340359127,0.0305559983,4.7612514496,695,12,0.7022901773,58.0844777425,15.8942750295,2.6242933273,0.8606442213,17.1000969732,19.5416666667,6.4083333333,8.9135398865,2016.180433,50404.510825,200,5000,8.3808783841,1.4578444607,17,3.270459406,1.7766942938,0.869775986,-0.3225440716,1.6466143784,1.4690734236,4.7482093278,0.4603629511,0.3553527202,0.4076062233,0.5424374906,0.4592924173,0.0713605772,0.0812174752,0.118255431,0.3401040226,7.886648701,0.6812221629,0.719880746,2.302585093,-0.583781848,6.5439118456,-0.3534086023,8.5171931914,4,1.6174955786
